queue,second,cpus
compbio_auto,1682709000,86
rhel8_test_gpu,1682710000,24
compbio,1682710000,1276
cab_auto,1682710000,4
large_mem,1682710000,29
gpu,1682710000,362
superdome,1682710000,32
cryoem,1682710000,708
compbio_auto,1682710000,86
interactive,1682710000,59
archiving,1682710000,2
priority,1682710000,389
heavy_io,1682710000,120
standard,1682710000,11569
standard,1682711000,11859
compbio_auto,1682711000,85
compbio,1682711000,1362
cryoem,1682711000,794
priority,1682711000,639
rhel8_test_gpu,1682711000,24
archiving,1682711000,2
cab_auto,1682711000,11
short,1682711000,2
superdome,1682711000,32
interactive,1682711000,61
gpu,1682711000,682
heavy_io,1682711000,120
large_mem,1682711000,65
large_mem,1682712000,41
cryoem,1682712000,826
short,1682712000,4
rhel8_test_gpu,1682712000,24
compbio,1682712000,1601
compbio_auto,1682712000,85
archiving,1682712000,2
superdome,1682712000,32
standard,1682712000,10899
heavy_io,1682712000,120
priority,1682712000,435
interactive,1682712000,60
gpu,1682712000,682
large_mem,1682713000,39
cryoem,1682713000,961
short,1682713000,1
interactive,1682713000,58
priority,1682713000,669
compbio_auto,1682713000,85
heavy_io,1682713000,120
rhel8_test_gpu,1682713000,24
standard,1682713000,11532
compbio,1682713000,1439
superdome,1682713000,32
gpu,1682713000,706
archiving,1682713000,2
cab_auto,1682713000,3
gpu,1682714000,682
cryoem,1682714000,925
standard,1682714000,9774
rhel8_test_gpu,1682714000,24
compbio_auto,1682714000,560
superdome,1682714000,32
interactive,1682714000,56
priority,1682714000,349
archiving,1682714000,2
heavy_io,1682714000,120
compbio,1682714000,1533
large_mem,1682714000,22
gpu,1682715000,682
large_mem,1682715000,27
priority,1682715000,341
heavy_io,1682715000,120
compbio_auto,1682715000,226
cryoem,1682715000,1015
archiving,1682715000,2
compbio,1682715000,2235
interactive,1682715000,51
standard,1682715000,6100
superdome,1682715000,32
rhel8_test_gpu,1682715000,24
compbio_auto,1682716000,146
large_mem,1682716000,24
archiving,1682716000,2
superdome,1682716000,32
heavy_io,1682716000,120
rhel8_test_gpu,1682716000,24
gpu,1682716000,682
standard,1682716000,6273
compbio,1682716000,1844
cryoem,1682716000,708
priority,1682716000,335
interactive,1682716000,50
compbio_auto,1682717000,142
interactive,1682717000,52
large_mem,1682717000,98
archiving,1682717000,2
priority,1682717000,410
standard,1682717000,7032
gpu,1682717000,683
superdome,1682717000,32
cryoem,1682717000,668
compbio,1682717000,734
heavy_io,1682717000,120
rhel8_test_gpu,1682717000,24
cab_auto,1682717000,4
heavy_io,1682718000,120
compbio_auto,1682718000,142
archiving,1682718000,2
superdome,1682718000,32
gpu,1682718000,683
priority,1682718000,470
interactive,1682718000,51
standard,1682718000,8096
compbio,1682718000,1018
large_mem,1682718000,90
rhel8_test_gpu,1682718000,24
cryoem,1682718000,622
priority,1682719000,407
rhel8_test_gpu,1682719000,48
interactive,1682719000,50
standard,1682719000,7915
compbio,1682719000,1362
archiving,1682719000,1
large_mem,1682719000,97
gpu,1682719000,682
rhel8_test,1682719000,2
superdome,1682719000,32
cryoem,1682719000,614
heavy_io,1682719000,120
compbio_auto,1682719000,139
short,1682720000,1
priority,1682720000,324
archiving,1682720000,1
heavy_io,1682720000,120
large_mem,1682720000,89
superdome,1682720000,32
compbio_auto,1682720000,139
compbio,1682720000,664
cryoem,1682720000,738
gpu,1682720000,706
rhel8_test_gpu,1682720000,24
standard,1682720000,5620
interactive,1682720000,48
heavy_io,1682721000,120
compbio,1682721000,569
compbio_auto,1682721000,137
gpu,1682721000,682
superdome,1682721000,32
archiving,1682721000,1
standard,1682721000,5748
cryoem,1682721000,744
interactive,1682721000,48
large_mem,1682721000,89
priority,1682721000,352
rhel8_test_gpu,1682721000,24
short,1682721000,1
standard,1682722000,7284
priority,1682722000,477
compbio_auto,1682722000,134
gpu,1682722000,682
interactive,1682722000,44
heavy_io,1682722000,120
superdome,1682722000,32
large_mem,1682722000,89
compbio,1682722000,850
rhel8_test_gpu,1682722000,24
cryoem,1682722000,732
archiving,1682722000,1
compbio_auto,1682723000,129
superdome,1682723000,32
cryoem,1682723000,674
interactive,1682723000,43
standard,1682723000,6837
rhel8_test_gpu,1682723000,24
large_mem,1682723000,59
compbio,1682723000,947
gpu,1682723000,682
heavy_io,1682723000,120
priority,1682723000,476
archiving,1682723000,1
large_mem,1682724000,59
compbio,1682724000,847
compbio_auto,1682724000,98
rhel8_test_gpu,1682724000,24
cryoem,1682724000,686
standard,1682724000,6253
priority,1682724000,423
short,1682724000,2
interactive,1682724000,41
superdome,1682724000,32
heavy_io,1682724000,120
gpu,1682724000,682
archiving,1682724000,1
standard,1682725000,15533
compbio,1682725000,1484
short,1682725000,11
superdome,1682725000,32
interactive,1682725000,40
large_mem,1682725000,59
compbio_auto,1682725000,86
archiving,1682725000,1
gpu,1682725000,706
priority,1682725000,438
heavy_io,1682725000,120
cryoem,1682725000,636
large_mem,1682726000,59
compbio_auto,1682726000,86
priority,1682726000,442
cryoem,1682726000,630
short,1682726000,11
superdome,1682726000,32
gpu,1682726000,682
archiving,1682726000,1
heavy_io,1682726000,120
compbio,1682726000,539
standard,1682726000,5064
interactive,1682726000,40
cryoem,1682727000,626
large_mem,1682727000,59
superdome,1682727000,32
standard,1682727000,4378
priority,1682727000,472
compbio_auto,1682727000,85
heavy_io,1682727000,120
archiving,1682727000,1
compbio,1682727000,447
gpu,1682727000,682
interactive,1682727000,39
short,1682727000,11
large_mem,1682728000,59
priority,1682728000,433
archiving,1682728000,1
superdome,1682728000,32
short,1682728000,11
gpu,1682728000,682
compbio,1682728000,311
cryoem,1682728000,632
heavy_io,1682728000,120
interactive,1682728000,38
standard,1682728000,5713
compbio_auto,1682728000,85
compbio,1682729000,307
standard,1682729000,7386
priority,1682729000,446
cryoem,1682729000,618
heavy_io,1682729000,120
short,1682729000,11
archiving,1682729000,1
superdome,1682729000,32
compbio_auto,1682729000,460
interactive,1682729000,38
large_mem,1682729000,59
gpu,1682729000,682
short,1682730000,10
compbio,1682730000,267
archiving,1682730000,1
gpu,1682730000,682
cryoem,1682730000,610
interactive,1682730000,38
heavy_io,1682730000,120
compbio_auto,1682730000,1414
superdome,1682730000,32
priority,1682730000,441
standard,1682730000,9309
large_mem,1682730000,29
cryoem,1682731000,618
standard,1682731000,8681
rhel8_test_gpu,1682731000,24
heavy_io,1682731000,112
gpu,1682731000,682
compbio,1682731000,268
superdome,1682731000,32
archiving,1682731000,1
large_mem,1682731000,29
interactive,1682731000,37
short,1682731000,10
priority,1682731000,443
compbio_auto,1682731000,145
compbio,1682732000,268
heavy_io,1682732000,112
superdome,1682732000,32
gpu,1682732000,682
interactive,1682732000,38
short,1682732000,10
archiving,1682732000,1
cryoem,1682732000,620
priority,1682732000,381
large_mem,1682732000,28
rhel8_test_gpu,1682732000,24
compbio_auto,1682732000,99
standard,1682732000,2301
rhel8_test_gpu,1682733000,24
heavy_io,1682733000,104
compbio_auto,1682733000,97
superdome,1682733000,32
interactive,1682733000,38
large_mem,1682733000,28
standard,1682733000,2024
compbio,1682733000,302
priority,1682733000,101
gpu,1682733000,682
short,1682733000,10
cryoem,1682733000,616
archiving,1682733000,1
cryoem,1682734000,616
priority,1682734000,96
interactive,1682734000,38
heavy_io,1682734000,104
superdome,1682734000,32
large_mem,1682734000,28
standard,1682734000,2515
compbio,1682734000,484
compbio_auto,1682734000,100
rhel8_test,1682734000,2
gpu,1682734000,682
archiving,1682734000,1
short,1682734000,10
rhel8_test_gpu,1682734000,24
compbio_auto,1682735000,98
heavy_io,1682735000,96
large_mem,1682735000,28
cryoem,1682735000,616
gpu,1682735000,682
superdome,1682735000,32
compbio,1682735000,222
interactive,1682735000,38
priority,1682735000,83
archiving,1682735000,1
short,1682735000,10
standard,1682735000,1978
archiving,1682736000,1
interactive,1682736000,38
compbio,1682736000,222
superdome,1682736000,32
gpu,1682736000,683
priority,1682736000,76
standard,1682736000,1679
heavy_io,1682736000,96
cryoem,1682736000,572
large_mem,1682736000,28
compbio_auto,1682736000,95
priority,1682737000,58
interactive,1682737000,39
standard,1682737000,2214
archiving,1682737000,1
compbio_auto,1682737000,88
superdome,1682737000,32
compbio,1682737000,632
gpu,1682737000,683
large_mem,1682737000,28
cryoem,1682737000,566
heavy_io,1682737000,96
heavy_io,1682738000,96
gpu,1682738000,683
interactive,1682738000,39
compbio,1682738000,2013
superdome,1682738000,32
compbio_auto,1682738000,88
archiving,1682738000,1
cryoem,1682738000,566
large_mem,1682738000,28
priority,1682738000,47
standard,1682738000,1970
priority,1682739000,43
large_mem,1682739000,28
short,1682739000,1
compbio_auto,1682739000,88
cryoem,1682739000,574
superdome,1682739000,32
interactive,1682739000,38
compbio,1682739000,2926
gpu,1682739000,707
archiving,1682739000,1
heavy_io,1682739000,88
standard,1682739000,1721
superdome,1682740000,32
short,1682740000,2
large_mem,1682740000,28
standard,1682740000,2150
cryoem,1682740000,578
priority,1682740000,40
compbio,1682740000,3489
heavy_io,1682740000,88
interactive,1682740000,36
gpu,1682740000,707
archiving,1682740000,1
compbio_auto,1682740000,85
standard,1682741000,1898
priority,1682741000,37
archiving,1682741000,1
large_mem,1682741000,28
short,1682741000,1
compbio_auto,1682741000,85
compbio,1682741000,3537
superdome,1682741000,32
cryoem,1682741000,578
interactive,1682741000,33
heavy_io,1682741000,88
gpu,1682741000,683
heavy_io,1682742000,80
cryoem,1682742000,582
superdome,1682742000,32
standard,1682742000,1614
priority,1682742000,39
archiving,1682742000,1
interactive,1682742000,31
compbio,1682742000,3606
compbio_auto,1682742000,85
gpu,1682742000,682
large_mem,1682742000,28
short,1682742000,1
gpu,1682743000,706
archiving,1682743000,1
priority,1682743000,35
interactive,1682743000,31
compbio,1682743000,3536
standard,1682743000,2265
compbio_auto,1682743000,84
large_mem,1682743000,28
cryoem,1682743000,586
short,1682743000,1
heavy_io,1682743000,72
superdome,1682743000,32
interactive,1682744000,31
large_mem,1682744000,88
compbio,1682744000,3541
priority,1682744000,31
gpu,1682744000,682
compbio_auto,1682744000,84
heavy_io,1682744000,72
archiving,1682744000,1
standard,1682744000,2574
cryoem,1682744000,732
superdome,1682744000,32
short,1682744000,1
compbio_auto,1682745000,84
standard,1682745000,2391
cryoem,1682745000,802
gpu,1682745000,682
compbio,1682745000,3517
priority,1682745000,31
large_mem,1682745000,88
interactive,1682745000,31
superdome,1682745000,32
archiving,1682745000,1
heavy_io,1682745000,72
compbio,1682746000,3592
cryoem,1682746000,806
archiving,1682746000,1
heavy_io,1682746000,72
superdome,1682746000,32
compbio_auto,1682746000,83
priority,1682746000,29
large_mem,1682746000,538
gpu,1682746000,706
short,1682746000,1
interactive,1682746000,31
standard,1682746000,2396
superdome,1682747000,32
interactive,1682747000,31
heavy_io,1682747000,64
cryoem,1682747000,674
archiving,1682747000,1
large_mem,1682747000,598
gpu,1682747000,682
priority,1682747000,28
compbio,1682747000,3295
compbio_auto,1682747000,82
standard,1682747000,3777
short,1682747000,1
archiving,1682748000,1
heavy_io,1682748000,64
compbio,1682748000,2984
standard,1682748000,4960
gpu,1682748000,682
cryoem,1682748000,674
large_mem,1682748000,268
short,1682748000,1
compbio_auto,1682748000,82
superdome,1682748000,32
interactive,1682748000,31
priority,1682748000,27
gpu,1682749000,682
heavy_io,1682749000,64
cryoem,1682749000,670
priority,1682749000,27
large_mem,1682749000,118
interactive,1682749000,34
standard,1682749000,6284
compbio,1682749000,2676
superdome,1682749000,32
compbio_auto,1682749000,82
archiving,1682749000,1
large_mem,1682750000,88
compbio,1682750000,2446
compbio_auto,1682750000,82
cryoem,1682750000,666
standard,1682750000,5097
short,1682750000,1
priority,1682750000,26
interactive,1682750000,33
archiving,1682750000,1
heavy_io,1682750000,64
superdome,1682750000,32
gpu,1682750000,706
large_mem,1682751000,58
heavy_io,1682751000,56
archiving,1682751000,1
compbio,1682751000,2167
cryoem,1682751000,670
priority,1682751000,26
compbio_auto,1682751000,82
superdome,1682751000,32
interactive,1682751000,32
short,1682751000,1
standard,1682751000,4626
gpu,1682751000,682
gpu,1682752000,682
large_mem,1682752000,58
superdome,1682752000,32
cryoem,1682752000,656
heavy_io,1682752000,56
priority,1682752000,24
compbio_auto,1682752000,82
archiving,1682752000,1
compbio,1682752000,1939
interactive,1682752000,32
standard,1682752000,5728
gpu,1682753000,682
compbio_auto,1682753000,82
superdome,1682753000,32
large_mem,1682753000,58
heavy_io,1682753000,56
compbio,1682753000,1778
cryoem,1682753000,634
interactive,1682753000,32
archiving,1682753000,1
standard,1682753000,5841
priority,1682753000,23
compbio,1682754000,1659
interactive,1682754000,32
archiving,1682754000,1
compbio_auto,1682754000,82
priority,1682754000,22
standard,1682754000,5058
gpu,1682754000,682
large_mem,1682754000,58
cryoem,1682754000,634
superdome,1682754000,32
heavy_io,1682754000,56
compbio,1682755000,1521
compbio_auto,1682755000,81
gpu,1682755000,682
heavy_io,1682755000,56
superdome,1682755000,32
interactive,1682755000,32
cryo_core,1682755000,48
archiving,1682755000,1
cryoem,1682755000,570
standard,1682755000,5270
large_mem,1682755000,58
priority,1682755000,22
standard,1682756000,5305
cryo_core,1682756000,48
interactive,1682756000,32
priority,1682756000,21
heavy_io,1682756000,48
cryoem,1682756000,570
archiving,1682756000,1
compbio_auto,1682756000,81
superdome,1682756000,32
compbio,1682756000,1423
large_mem,1682756000,178
gpu,1682756000,682
priority,1682757000,19
heavy_io,1682757000,40
compbio_auto,1682757000,81
large_mem,1682757000,178
standard,1682757000,4426
cryoem,1682757000,570
superdome,1682757000,32
compbio,1682757000,1345
gpu,1682757000,682
archiving,1682757000,1
cryo_core,1682757000,48
interactive,1682757000,32
large_mem,1682758000,178
cryoem,1682758000,570
compbio_auto,1682758000,81
priority,1682758000,19
interactive,1682758000,28
superdome,1682758000,32
standard,1682758000,4826
compbio,1682758000,1273
heavy_io,1682758000,32
gpu,1682758000,682
archiving,1682758000,1
cryo_core,1682758000,48
cryo_core,1682759000,48
compbio_auto,1682759000,81
compbio,1682759000,1223
cryoem,1682759000,562
heavy_io,1682759000,32
interactive,1682759000,28
archiving,1682759000,1
standard,1682759000,4924
gpu,1682759000,706
short,1682759000,1
superdome,1682759000,32
priority,1682759000,19
large_mem,1682759000,178
superdome,1682760000,32
compbio,1682760000,1175
heavy_io,1682760000,32
cryoem,1682760000,558
standard,1682760000,4490
cryo_core,1682760000,48
large_mem,1682760000,148
gpu,1682760000,682
interactive,1682760000,28
compbio_auto,1682760000,80
priority,1682760000,19
short,1682760000,1
archiving,1682760000,1
heavy_io,1682761000,24
compbio,1682761000,1128
cryo_core,1682761000,48
large_mem,1682761000,148
standard,1682761000,5831
cryoem,1682761000,554
interactive,1682761000,28
gpu,1682761000,682
compbio_auto,1682761000,80
superdome,1682761000,32
short,1682761000,1
archiving,1682761000,1
priority,1682761000,19
gpu,1682762000,682
interactive,1682762000,30
cryo_core,1682762000,48
large_mem,1682762000,88
cryoem,1682762000,554
priority,1682762000,18
compbio_auto,1682762000,80
superdome,1682762000,32
heavy_io,1682762000,24
standard,1682762000,5581
archiving,1682762000,1
compbio,1682762000,1062
large_mem,1682763000,58
heavy_io,1682763000,24
interactive,1682763000,30
gpu,1682763000,682
superdome,1682763000,32
cryoem,1682763000,490
compbio,1682763000,1014
standard,1682763000,5217
cryo_core,1682763000,48
compbio_auto,1682763000,80
priority,1682763000,18
archiving,1682763000,1
heavy_io,1682764000,24
large_mem,1682764000,58
compbio_auto,1682764000,79
cryo_core,1682764000,48
compbio,1682764000,978
cryoem,1682764000,488
gpu,1682764000,682
priority,1682764000,18
archiving,1682764000,1
superdome,1682764000,32
standard,1682764000,5563
interactive,1682764000,30
compbio,1682765000,933
archiving,1682765000,1
cryoem,1682765000,368
superdome,1682765000,32
compbio_auto,1682765000,78
priority,1682765000,18
heavy_io,1682765000,24
gpu,1682765000,682
cryo_core,1682765000,48
interactive,1682765000,30
large_mem,1682765000,58
standard,1682765000,4986
cryoem,1682766000,368
priority,1682766000,18
archiving,1682766000,1
cryo_core,1682766000,48
superdome,1682766000,32
gpu,1682766000,682
compbio_auto,1682766000,78
heavy_io,1682766000,24
compbio,1682766000,908
interactive,1682766000,30
standard,1682766000,5278
large_mem,1682766000,58
standard,1682767000,4962
gpu,1682767000,682
cryoem,1682767000,368
compbio,1682767000,857
cryo_core,1682767000,48
interactive,1682767000,30
large_mem,1682767000,28
superdome,1682767000,32
archiving,1682767000,1
heavy_io,1682767000,24
priority,1682767000,18
compbio_auto,1682767000,78
compbio,1682768000,836
cryo_core,1682768000,48
heavy_io,1682768000,16
superdome,1682768000,32
gpu,1682768000,682
archiving,1682768000,1
cryoem,1682768000,328
large_mem,1682768000,28
compbio_auto,1682768000,76
interactive,1682768000,30
priority,1682768000,18
