queue,second,cpus
interactive,1682803000,14
superdome,1682803000,32
priority,1682803000,118
large_mem,1682803000,10
superdome,1682804000,32
gpu,1682804000,619
large_mem,1682804000,10
compbio,1682804000,727
priority,1682804000,127
cryoem,1682804000,344
heavy_io,1682804000,8
standard,1682804000,7953
compbio_auto,1682804000,70
interactive,1682804000,14
archiving,1682804000,1
heavy_io,1682805000,8
gpu,1682805000,619
priority,1682805000,116
archiving,1682805000,1
compbio_auto,1682805000,70
superdome,1682805000,32
cryoem,1682805000,344
interactive,1682805000,14
standard,1682805000,5975
large_mem,1682805000,10
compbio,1682805000,705
large_mem,1682806000,10
priority,1682806000,132
superdome,1682806000,32
compbio_auto,1682806000,69
standard,1682806000,8012
interactive,1682806000,14
short,1682806000,1
gpu,1682806000,643
heavy_io,1682806000,8
cryoem,1682806000,344
archiving,1682806000,1
compbio,1682806000,682
standard,1682807000,9177
compbio_auto,1682807000,70
short,1682807000,1
interactive,1682807000,14
priority,1682807000,158
gpu,1682807000,683
superdome,1682807000,32
heavy_io,1682807000,8
compbio,1682807000,664
cryoem,1682807000,320
archiving,1682807000,1
large_mem,1682807000,10
heavy_io,1682808000,8
compbio,1682808000,701
gpu,1682808000,658
superdome,1682808000,32
standard,1682808000,9762
large_mem,1682808000,10
archiving,1682808000,1
cryoem,1682808000,386
interactive,1682808000,14
priority,1682808000,148
compbio_auto,1682808000,69
priority,1682809000,223
compbio_auto,1682809000,84
archiving,1682809000,1
heavy_io,1682809000,8
compbio,1682809000,646
superdome,1682809000,32
large_mem,1682809000,10
standard,1682809000,15931
interactive,1682809000,14
cryoem,1682809000,388
gpu,1682809000,634
superdome,1682810000,32
archiving,1682810000,1
compbio,1682810000,619
compbio_auto,1682810000,114
standard,1682810000,8093
heavy_io,1682810000,8
gpu,1682810000,634
large_mem,1682810000,10
interactive,1682810000,13
priority,1682810000,327
cryoem,1682810000,394
compbio_auto,1682811000,267
interactive,1682811000,17
cryoem,1682811000,394
gpu,1682811000,658
archiving,1682811000,1
priority,1682811000,284
standard,1682811000,6031
large_mem,1682811000,10
compbio,1682811000,631
superdome,1682811000,32
heavy_io,1682811000,8
interactive,1682812000,18
short,1682812000,1
heavy_io,1682812000,8
standard,1682812000,6879
gpu,1682812000,682
compbio,1682812000,605
superdome,1682812000,32
compbio_auto,1682812000,116
priority,1682812000,593
large_mem,1682812000,10
archiving,1682812000,1
cryoem,1682812000,418
superdome,1682813000,32
priority,1682813000,498
heavy_io,1682813000,8
interactive,1682813000,18
cryoem,1682813000,442
large_mem,1682813000,10
standard,1682813000,5609
compbio_auto,1682813000,91
compbio,1682813000,577
archiving,1682813000,1
gpu,1682813000,658
interactive,1682814000,18
gpu,1682814000,730
standard,1682814000,5681
superdome,1682814000,32
compbio,1682814000,559
heavy_io,1682814000,8
compbio_auto,1682814000,71
archiving,1682814000,1
priority,1682814000,444
cryoem,1682814000,442
large_mem,1682814000,10
short,1682814000,1
cryoem,1682815000,418
compbio,1682815000,548
gpu,1682815000,682
standard,1682815000,10661
archiving,1682815000,1
priority,1682815000,460
superdome,1682815000,32
interactive,1682815000,18
heavy_io,1682815000,8
large_mem,1682815000,10
compbio_auto,1682815000,69
large_mem,1682816000,10
interactive,1682816000,18
compbio_auto,1682816000,68
archiving,1682816000,1
gpu,1682816000,682
standard,1682816000,8781
priority,1682816000,486
cryoem,1682816000,506
compbio,1682816000,573
superdome,1682816000,32
heavy_io,1682816000,8
priority,1682817000,566
cryoem,1682817000,482
short,1682817000,2
superdome,1682817000,32
interactive,1682817000,19
standard,1682817000,4242
large_mem,1682817000,10
gpu,1682817000,731
heavy_io,1682817000,8
compbio,1682817000,550
archiving,1682817000,1
compbio_auto,1682817000,68
compbio_auto,1682818000,66
priority,1682818000,613
compbio,1682818000,524
superdome,1682818000,32
gpu,1682818000,684
large_mem,1682818000,10
standard,1682818000,6608
interactive,1682818000,18
cryoem,1682818000,458
archiving,1682818000,1
heavy_io,1682818000,8
cryoem,1682819000,394
gpu,1682819000,685
large_mem,1682819000,10
standard,1682819000,6288
superdome,1682819000,32
compbio_auto,1682819000,66
priority,1682819000,541
heavy_io,1682819000,8
interactive,1682819000,18
archiving,1682819000,1
compbio,1682819000,503
compbio,1682820000,493
superdome,1682820000,32
gpu,1682820000,683
interactive,1682820000,18
standard,1682820000,8604
large_mem,1682820000,10
cryoem,1682820000,398
compbio_auto,1682820000,66
priority,1682820000,414
heavy_io,1682820000,8
archiving,1682820000,1
cryoem,1682821000,426
priority,1682821000,918
superdome,1682821000,32
heavy_io,1682821000,8
compbio_auto,1682821000,66
archiving,1682821000,1
short,1682821000,4
standard,1682821000,4562
gpu,1682821000,755
interactive,1682821000,18
large_mem,1682821000,10
compbio,1682821000,525
archiving,1682822000,1
compbio,1682822000,488
superdome,1682822000,32
standard,1682822000,5234
priority,1682822000,566
interactive,1682822000,19
cryoem,1682822000,434
short,1682822000,2
gpu,1682822000,731
large_mem,1682822000,10
compbio_auto,1682822000,66
heavy_io,1682822000,8
priority,1682823000,352
interactive,1682823000,19
large_mem,1682823000,10
archiving,1682823000,1
standard,1682823000,4597
short,1682823000,4
heavy_io,1682823000,8
superdome,1682823000,32
compbio,1682823000,465
cryoem,1682823000,438
gpu,1682823000,683
compbio_auto,1682823000,66
priority,1682824000,344
gpu,1682824000,635
large_mem,1682824000,10
compbio_auto,1682824000,66
interactive,1682824000,19
superdome,1682824000,32
compbio,1682824000,448
cryoem,1682824000,408
standard,1682824000,4178
archiving,1682824000,1
heavy_io,1682824000,8
compbio,1682825000,452
superdome,1682825000,32
large_mem,1682825000,10
priority,1682825000,281
standard,1682825000,4172
compbio_auto,1682825000,66
gpu,1682825000,635
archiving,1682825000,1
heavy_io,1682825000,8
interactive,1682825000,19
cryoem,1682825000,396
heavy_io,1682826000,8
interactive,1682826000,20
gpu,1682826000,635
compbio_auto,1682826000,66
priority,1682826000,436
standard,1682826000,5180
large_mem,1682826000,10
archiving,1682826000,1
cryoem,1682826000,392
compbio,1682826000,480
superdome,1682826000,32
archiving,1682827000,1
interactive,1682827000,18
priority,1682827000,246
compbio,1682827000,423
cryoem,1682827000,484
standard,1682827000,5814
superdome,1682827000,32
heavy_io,1682827000,8
compbio_auto,1682827000,66
large_mem,1682827000,10
gpu,1682827000,635
priority,1682828000,691
standard,1682828000,4412
compbio_auto,1682828000,66
compbio,1682828000,421
large_mem,1682828000,10
gpu,1682828000,635
interactive,1682828000,18
archiving,1682828000,1
superdome,1682828000,32
cryoem,1682828000,492
interactive,1682829000,19
compbio_auto,1682829000,66
archiving,1682829000,1
gpu,1682829000,635
priority,1682829000,450
compbio,1682829000,419
superdome,1682829000,32
short,1682829000,2
large_mem,1682829000,10
standard,1682829000,8863
cryoem,1682829000,529
priority,1682830000,71
standard,1682830000,6844
compbio_auto,1682830000,66
large_mem,1682830000,10
gpu,1682830000,611
superdome,1682830000,32
interactive,1682830000,19
cryoem,1682830000,485
archiving,1682830000,1
compbio,1682830000,402
interactive,1682831000,19
gpu,1682831000,611
superdome,1682831000,32
archiving,1682831000,1
large_mem,1682831000,10
compbio_auto,1682831000,2421
priority,1682831000,87
standard,1682831000,8034
cryoem,1682831000,453
compbio,1682831000,408
archiving,1682832000,1
compbio,1682832000,374
standard,1682832000,4985
compbio_auto,1682832000,480
cryoem,1682832000,455
gpu,1682832000,611
superdome,1682832000,32
interactive,1682832000,19
priority,1682832000,61
large_mem,1682832000,10
priority,1682833000,75
compbio_auto,1682833000,1668
superdome,1682833000,32
interactive,1682833000,19
large_mem,1682833000,10
compbio,1682833000,407
cryoem,1682833000,447
short,1682833000,2
standard,1682833000,3541
gpu,1682833000,611
archiving,1682833000,1
compbio,1682834000,402
priority,1682834000,79
cryoem,1682834000,461
large_mem,1682834000,10
interactive,1682834000,19
standard,1682834000,3371
archiving,1682834000,1
gpu,1682834000,587
superdome,1682834000,32
compbio_auto,1682834000,1031
archiving,1682835000,1
compbio_auto,1682835000,1450
cryoem,1682835000,461
compbio,1682835000,355
superdome,1682835000,32
interactive,1682835000,19
large_mem,1682835000,10
gpu,1682835000,587
standard,1682835000,4016
priority,1682835000,59
interactive,1682836000,19
priority,1682836000,57
archiving,1682836000,1
large_mem,1682836000,10
compbio_auto,1682836000,590
gpu,1682836000,587
compbio,1682836000,373
superdome,1682836000,32
standard,1682836000,4874
cryoem,1682836000,441
interactive,1682837000,19
compbio,1682837000,384
compbio_auto,1682837000,83
archiving,1682837000,1
large_mem,1682837000,10
cryoem,1682837000,433
standard,1682837000,5124
superdome,1682837000,32
priority,1682837000,69
gpu,1682837000,587
superdome,1682838000,32
priority,1682838000,59
compbio_auto,1682838000,77
gpu,1682838000,587
archiving,1682838000,1
compbio,1682838000,366
interactive,1682838000,19
large_mem,1682838000,10
cryoem,1682838000,433
standard,1682838000,5796
gpu,1682839000,587
cryoem,1682839000,433
standard,1682839000,6278
archiving,1682839000,1
priority,1682839000,65
large_mem,1682839000,10
superdome,1682839000,32
compbio,1682839000,359
compbio_auto,1682839000,74
interactive,1682839000,19
standard,1682840000,5886
cryoem,1682840000,429
interactive,1682840000,19
compbio_auto,1682840000,74
archiving,1682840000,1
gpu,1682840000,587
priority,1682840000,44
superdome,1682840000,32
large_mem,1682840000,10
compbio,1682840000,344
gpu,1682841000,587
priority,1682841000,55
compbio_auto,1682841000,500
standard,1682841000,6048
compbio,1682841000,347
large_mem,1682841000,10
superdome,1682841000,32
cryoem,1682841000,429
archiving,1682841000,1
interactive,1682841000,19
interactive,1682842000,15
superdome,1682842000,32
archiving,1682842000,1
standard,1682842000,6233
compbio_auto,1682842000,68
priority,1682842000,45
gpu,1682842000,587
cryoem,1682842000,429
compbio,1682842000,340
large_mem,1682842000,10
standard,1682843000,5405
large_mem,1682843000,10
compbio,1682843000,330
compbio_auto,1682843000,67
superdome,1682843000,32
gpu,1682843000,587
cryoem,1682843000,429
priority,1682843000,54
short,1682843000,1
interactive,1682843000,15
archiving,1682843000,1
superdome,1682844000,32
cryoem,1682844000,425
standard,1682844000,6267
priority,1682844000,45
gpu,1682844000,563
compbio_auto,1682844000,64
interactive,1682844000,15
short,1682844000,2
compbio,1682844000,329
large_mem,1682844000,10
archiving,1682844000,1
short,1682845000,2
archiving,1682845000,1
interactive,1682845000,15
standard,1682845000,6211
large_mem,1682845000,10
compbio_auto,1682845000,64
cryoem,1682845000,386
superdome,1682845000,32
compbio,1682845000,337
gpu,1682845000,539
priority,1682845000,47
gpu,1682846000,491
compbio,1682846000,357
superdome,1682846000,32
standard,1682846000,6067
priority,1682846000,51
large_mem,1682846000,10
interactive,1682846000,15
compbio_auto,1682846000,64
short,1682846000,1
archiving,1682846000,1
cryoem,1682846000,386
archiving,1682847000,1
priority,1682847000,51
compbio,1682847000,304
cryoem,1682847000,386
short,1682847000,3
superdome,1682847000,32
interactive,1682847000,15
standard,1682847000,6061
gpu,1682847000,467
large_mem,1682847000,10
compbio_auto,1682847000,64
cryoem,1682848000,386
compbio,1682848000,330
large_mem,1682848000,10
standard,1682848000,5622
compbio_auto,1682848000,62
superdome,1682848000,32
priority,1682848000,46
archiving,1682848000,1
gpu,1682848000,443
interactive,1682848000,14
archiving,1682849000,1
compbio_auto,1682849000,1152
standard,1682849000,6191
compbio,1682849000,346
gpu,1682849000,443
superdome,1682849000,32
cryoem,1682849000,386
priority,1682849000,38
interactive,1682849000,14
large_mem,1682849000,10
gpu,1682850000,443
standard,1682850000,5480
compbio_auto,1682850000,93
superdome,1682850000,32
large_mem,1682850000,10
archiving,1682850000,1
priority,1682850000,37
cryoem,1682850000,326
compbio,1682850000,323
interactive,1682850000,14
compbio_auto,1682851000,62
interactive,1682851000,14
superdome,1682851000,32
archiving,1682851000,1
gpu,1682851000,443
priority,1682851000,37
large_mem,1682851000,10
cryoem,1682851000,324
standard,1682851000,5622
compbio,1682851000,300
priority,1682852000,38
gpu,1682852000,443
interactive,1682852000,16
compbio_auto,1682852000,59
standard,1682852000,5948
cryoem,1682852000,324
compbio,1682852000,299
archiving,1682852000,1
large_mem,1682852000,10
superdome,1682852000,32
gpu,1682853000,443
superdome,1682853000,32
archiving,1682853000,1
standard,1682853000,5669
compbio_auto,1682853000,125
compbio,1682853000,362
priority,1682853000,37
cryoem,1682853000,320
interactive,1682853000,16
large_mem,1682853000,10
compbio,1682854000,289
interactive,1682854000,16
large_mem,1682854000,10
archiving,1682854000,1
superdome,1682854000,32
priority,1682854000,35
gpu,1682854000,443
standard,1682854000,5874
cryoem,1682854000,320
compbio_auto,1682854000,111
short,1682855000,1
gpu,1682855000,443
standard,1682855000,5678
priority,1682855000,31
cryoem,1682855000,320
archiving,1682855000,1
large_mem,1682855000,10
compbio_auto,1682855000,90
interactive,1682855000,16
superdome,1682855000,32
compbio,1682855000,279
short,1682856000,2
archiving,1682856000,1
large_mem,1682856000,10
compbio_auto,1682856000,60
standard,1682856000,5666
interactive,1682856000,16
superdome,1682856000,32
priority,1682856000,31
compbio,1682856000,287
gpu,1682856000,419
cryoem,1682856000,320
standard,1682857000,5443
priority,1682857000,32
gpu,1682857000,395
large_mem,1682857000,10
cryoem,1682857000,320
superdome,1682857000,32
compbio,1682857000,296
interactive,1682857000,15
archiving,1682857000,1
compbio_auto,1682857000,59
priority,1682858000,34
compbio_auto,1682858000,59
gpu,1682858000,371
interactive,1682858000,15
large_mem,1682858000,10
superdome,1682858000,32
cryoem,1682858000,252
standard,1682858000,5267
compbio,1682858000,301
archiving,1682858000,1
superdome,1682859000,32
compbio_auto,1682859000,59
large_mem,1682859000,10
cryoem,1682859000,220
compbio,1682859000,268
short,1682859000,10
archiving,1682859000,1
interactive,1682859000,15
gpu,1682859000,371
priority,1682859000,60
standard,1682859000,5802
superdome,1682860000,32
compbio_auto,1682860000,58
compbio,1682860000,265
standard,1682860000,5699
gpu,1682860000,371
cryoem,1682860000,220
priority,1682860000,41
large_mem,1682860000,10
short,1682860000,10
archiving,1682860000,1
interactive,1682860000,15
gpu,1682861000,395
short,1682861000,10
superdome,1682861000,32
large_mem,1682861000,10
compbio_auto,1682861000,60
archiving,1682861000,1
standard,1682861000,5450
cryoem,1682861000,220
priority,1682861000,35
compbio,1682861000,244
interactive,1682861000,19
large_mem,1682862000,10
cryoem,1682862000,156
standard,1682862000,5665
archiving,1682862000,1
superdome,1682862000,32
gpu,1682862000,395
interactive,1682862000,19
priority,1682862000,33
compbio,1682862000,257
short,1682862000,12
compbio_auto,1682862000,58
superdome,1682863000,32
cryoem,1682863000,512
short,1682863000,10
standard,1682863000,5876
interactive,1682863000,17
compbio,1682863000,238
compbio_auto,1682863000,57
gpu,1682863000,371
archiving,1682863000,1
priority,1682863000,19
large_mem,1682863000,10
cryoem,1682864000,512
priority,1682864000,42
gpu,1682864000,373
compbio_auto,1682864000,59
large_mem,1682864000,10
standard,1682864000,5512
short,1682864000,10
interactive,1682864000,16
archiving,1682864000,1
compbio,1682864000,236
superdome,1682864000,32
large_mem,1682865000,10
interactive,1682865000,16
gpu,1682865000,371
standard,1682865000,5571
short,1682865000,10
compbio,1682865000,233
compbio_auto,1682865000,58
cryoem,1682865000,536
archiving,1682865000,1
priority,1682865000,25
superdome,1682865000,32
standard,1682866000,5374
cryoem,1682866000,408
gpu,1682866000,371
large_mem,1682866000,10
superdome,1682866000,32
short,1682866000,10
compbio_auto,1682866000,58
interactive,1682866000,12
priority,1682866000,19
archiving,1682866000,1
compbio,1682866000,231
cryoem,1682867000,696
standard,1682867000,5387
archiving,1682867000,1
large_mem,1682867000,10
gpu,1682867000,371
short,1682867000,10
interactive,1682867000,11
compbio_auto,1682867000,58
priority,1682867000,16
compbio,1682867000,229
superdome,1682867000,32
gpu,1682868000,371
large_mem,1682868000,10
superdome,1682868000,32
archiving,1682868000,1
compbio_auto,1682868000,57
cryoem,1682868000,888
short,1682868000,10
compbio,1682868000,223
interactive,1682868000,11
standard,1682868000,5574
priority,1682868000,14
short,1682869000,10
large_mem,1682869000,10
compbio,1682869000,218
archiving,1682869000,1
interactive,1682869000,11
standard,1682869000,4950
gpu,1682869000,371
cryoem,1682869000,752
compbio_auto,1682869000,53
priority,1682869000,31
superdome,1682869000,32
compbio_auto,1682870000,52
short,1682870000,10
priority,1682870000,33
superdome,1682870000,32
cryoem,1682870000,708
compbio,1682870000,208
large_mem,1682870000,10
gpu,1682870000,371
interactive,1682870000,12
standard,1682870000,6038
archiving,1682870000,1
superdome,1682871000,32
cryoem,1682871000,712
standard,1682871000,9458
compbio,1682871000,208
gpu,1682871000,371
short,1682871000,10
interactive,1682871000,10
priority,1682871000,21
compbio_auto,1682871000,51
archiving,1682871000,1
large_mem,1682871000,10
compbio_auto,1682872000,51
gpu,1682872000,372
priority,1682872000,133
compbio,1682872000,205
superdome,1682872000,32
interactive,1682872000,10
standard,1682872000,8161
archiving,1682872000,1
short,1682872000,10
cryoem,1682872000,588
large_mem,1682872000,10
superdome,1682873000,32
compbio,1682873000,199
compbio_auto,1682873000,51
cryoem,1682873000,628
large_mem,1682873000,10
short,1682873000,10
interactive,1682873000,10
standard,1682873000,9918
priority,1682873000,253
archiving,1682873000,1
gpu,1682873000,372
priority,1682874000,191
compbio,1682874000,197
interactive,1682874000,11
gpu,1682874000,371
standard,1682874000,8210
archiving,1682874000,1
cryoem,1682874000,626
short,1682874000,10
compbio_auto,1682874000,50
large_mem,1682874000,10
superdome,1682874000,32
superdome,1682875000,32
cryoem,1682875000,624
interactive,1682875000,11
priority,1682875000,121
archiving,1682875000,1
gpu,1682875000,371
standard,1682875000,6197
compbio,1682875000,193
large_mem,1682875000,10
compbio_auto,1682875000,49
short,1682875000,10
short,1682876000,10
archiving,1682876000,1
standard,1682876000,4833
superdome,1682876000,32
compbio_auto,1682876000,48
cryoem,1682876000,624
interactive,1682876000,11
priority,1682876000,41
large_mem,1682876000,298
gpu,1682876000,371
compbio,1682876000,193
priority,1682877000,14
compbio,1682877000,189
interactive,1682877000,11
cryoem,1682877000,620
short,1682877000,10
compbio_auto,1682877000,47
archiving,1682877000,1
standard,1682877000,4993
superdome,1682877000,32
gpu,1682877000,371
large_mem,1682877000,298
cryoem,1682878000,620
standard,1682878000,3703
large_mem,1682878000,298
short,1682878000,10
gpu,1682878000,347
compbio,1682878000,186
priority,1682878000,11
superdome,1682878000,32
interactive,1682878000,11
archiving,1682878000,1
compbio_auto,1682878000,47
compbio_auto,1682879000,46
archiving,1682879000,1
compbio,1682879000,183
superdome,1682879000,12
gpu,1682879000,347
interactive,1682879000,12
standard,1682879000,3496
large_mem,1682879000,298
short,1682879000,10
priority,1682879000,471
cryoem,1682879000,620
standard,1682880000,3626
short,1682880000,10
cryoem,1682880000,616
large_mem,1682880000,298
gpu,1682880000,347
superdome,1682880000,12
archiving,1682880000,1
priority,1682880000,532
compbio_auto,1682880000,46
interactive,1682880000,11
compbio,1682880000,180
compbio_auto,1682881000,46
large_mem,1682881000,298
priority,1682881000,546
standard,1682881000,3332
superdome,1682881000,12
compbio,1682881000,178
archiving,1682881000,1
interactive,1682881000,11
cryoem,1682881000,360
gpu,1682881000,347
short,1682881000,10
superdome,1682882000,12
compbio_auto,1682882000,46
short,1682882000,10
compbio,1682882000,176
large_mem,1682882000,322
interactive,1682882000,15
archiving,1682882000,1
gpu,1682882000,371
cryoem,1682882000,374
standard,1682882000,2763
priority,1682882000,741
standard,1682883000,3675
interactive,1682883000,15
cryoem,1682883000,368
short,1682883000,10
compbio_auto,1682883000,47
cab_auto,1682883000,104
superdome,1682883000,12
gpu,1682883000,371
large_mem,1682883000,298
priority,1682883000,516
compbio,1682883000,172
archiving,1682883000,1
compbio_auto,1682884000,46
cab_auto,1682884000,120
standard,1682884000,5445
short,1682884000,10
interactive,1682884000,15
gpu,1682884000,371
superdome,1682884000,12
priority,1682884000,489
compbio,1682884000,172
cryoem,1682884000,240
archiving,1682884000,1
large_mem,1682884000,418
standard,1682885000,4952
archiving,1682885000,1
cryoem,1682885000,240
cab_auto,1682885000,102
compbio_auto,1682885000,46
interactive,1682885000,15
gpu,1682885000,371
compbio,1682885000,171
short,1682885000,10
superdome,1682885000,12
large_mem,1682885000,298
priority,1682885000,567
gpu,1682886000,371
interactive,1682886000,16
short,1682886000,10
archiving,1682886000,1
standard,1682886000,6121
compbio,1682886000,168
superdome,1682886000,12
large_mem,1682886000,298
cab_auto,1682886000,16
cryoem,1682886000,200
priority,1682886000,302
compbio_auto,1682886000,46
short,1682887000,10
standard,1682887000,6595
interactive,1682887000,14
gpu,1682887000,371
priority,1682887000,220
archiving,1682887000,1
compbio,1682887000,167
large_mem,1682887000,322
superdome,1682887000,12
cryoem,1682887000,204
compbio_auto,1682887000,45
superdome,1682888000,12
large_mem,1682888000,298
compbio,1682888000,162
short,1682888000,10
cryoem,1682888000,204
interactive,1682888000,13
standard,1682888000,6001
priority,1682888000,207
gpu,1682888000,371
archiving,1682888000,1
compbio_auto,1682888000,45
compbio,1682889000,161
compbio_auto,1682889000,45
cryoem,1682889000,332
standard,1682889000,7515
short,1682889000,10
priority,1682889000,77
archiving,1682889000,1
interactive,1682889000,13
large_mem,1682889000,298
gpu,1682889000,371
superdome,1682889000,12
cryoem,1682890000,336
compbio_auto,1682890000,46
compbio,1682890000,160
short,1682890000,10
standard,1682890000,5259
large_mem,1682890000,298
archiving,1682890000,1
interactive,1682890000,13
superdome,1682890000,12
gpu,1682890000,371
priority,1682890000,72
priority,1682891000,67
compbio_auto,1682891000,46
cryoem,1682891000,340
superdome,1682891000,12
interactive,1682891000,12
cab_auto,1682891000,8
large_mem,1682891000,322
short,1682891000,10
gpu,1682891000,539
compbio,1682891000,157
standard,1682891000,3880
archiving,1682891000,1
interactive,1682892000,12
archiving,1682892000,1
priority,1682892000,68
short,1682892000,10
standard,1682892000,3800
cryoem,1682892000,472
compbio_auto,1682892000,46
gpu,1682892000,419
compbio,1682892000,154
cab_auto,1682892000,5
large_mem,1682892000,370
superdome,1682892000,12
interactive,1682893000,12
short,1682893000,10
compbio_auto,1682893000,46
large_mem,1682893000,322
superdome,1682893000,12
priority,1682893000,63
archiving,1682893000,1
gpu,1682893000,339
cab_auto,1682893000,99
compbio,1682893000,152
cryoem,1682893000,336
standard,1682893000,3925
short,1682894000,10
gpu,1682894000,338
large_mem,1682894000,322
interactive,1682894000,12
archiving,1682894000,1
cryoem,1682894000,468
compbio,1682894000,150
standard,1682894000,3738
superdome,1682894000,12
priority,1682894000,58
compbio_auto,1682894000,46
compbio,1682895000,149
short,1682895000,10
standard,1682895000,3695
cryoem,1682895000,340
large_mem,1682895000,298
archiving,1682895000,1
interactive,1682895000,12
priority,1682895000,53
compbio_auto,1682895000,45
gpu,1682895000,338
superdome,1682895000,12
priority,1682896000,52
superdome,1682896000,12
compbio_auto,1682896000,51
short,1682896000,10
standard,1682896000,3715
gpu,1682896000,338
large_mem,1682896000,298
archiving,1682896000,1
interactive,1682896000,8
cryoem,1682896000,340
compbio,1682896000,149
compbio,1682897000,149
superdome,1682897000,12
compbio_auto,1682897000,51
cryoem,1682897000,340
short,1682897000,10
gpu,1682897000,338
standard,1682897000,3700
interactive,1682897000,8
large_mem,1682897000,322
archiving,1682897000,1
priority,1682897000,49
compbio_auto,1682898000,49
gpu,1682898000,338
standard,1682898000,2390
compbio,1682898000,147
priority,1682898000,44
cryoem,1682898000,340
short,1682898000,10
interactive,1682898000,7
superdome,1682898000,12
archiving,1682898000,1
large_mem,1682898000,322
priority,1682899000,240
large_mem,1682899000,298
gpu,1682899000,338
compbio,1682899000,146
short,1682899000,10
archiving,1682899000,1
superdome,1682899000,12
compbio_auto,1682899000,46
cryoem,1682899000,208
standard,1682899000,1462
interactive,1682899000,7
compbio_auto,1682900000,45
priority,1682900000,40
short,1682900000,10
standard,1682900000,4931
large_mem,1682900000,288
gpu,1682900000,338
archiving,1682900000,1
cryoem,1682900000,204
interactive,1682900000,8
compbio,1682900000,143
superdome,1682900000,12
short,1682901000,20
cryoem,1682901000,204
standard,1682901000,4876
gpu,1682901000,338
archiving,1682901000,1
large_mem,1682901000,336
compbio_auto,1682901000,44
priority,1682901000,37
interactive,1682901000,8
superdome,1682901000,12
compbio,1682901000,142
priority,1682902000,35
compbio_auto,1682902000,42
short,1682902000,20
standard,1682902000,4903
superdome,1682902000,12
large_mem,1682902000,288
compbio,1682902000,141
interactive,1682902000,8
gpu,1682902000,338
archiving,1682902000,1
cryoem,1682902000,204
large_mem,1682903000,312
cryoem,1682903000,200
standard,1682903000,6781
compbio_auto,1682903000,41
interactive,1682903000,7
superdome,1682903000,12
compbio,1682903000,141
gpu,1682903000,210
priority,1682903000,33
short,1682903000,10
archiving,1682903000,1
superdome,1682904000,12
compbio,1682904000,140
standard,1682904000,4838
gpu,1682904000,210
archiving,1682904000,1
cryoem,1682904000,200
large_mem,1682904000,312
compbio_auto,1682904000,39
priority,1682904000,33
short,1682904000,10
interactive,1682904000,7
short,1682905000,10
compbio,1682905000,139
archiving,1682905000,1
superdome,1682905000,12
cryoem,1682905000,196
priority,1682905000,29
interactive,1682905000,7
gpu,1682905000,210
compbio_auto,1682905000,39
standard,1682905000,4102
large_mem,1682905000,360
archiving,1682906000,1
compbio,1682906000,139
gpu,1682906000,209
standard,1682906000,5150
interactive,1682906000,11
priority,1682906000,382
short,1682906000,10
superdome,1682906000,12
cryoem,1682906000,204
large_mem,1682906000,312
compbio_auto,1682906000,39
cryoem,1682907000,212
superdome,1682907000,12
standard,1682907000,4981
priority,1682907000,362
compbio_auto,1682907000,39
large_mem,1682907000,288
short,1682907000,10
interactive,1682907000,12
archiving,1682907000,1
compbio,1682907000,137
gpu,1682907000,209
interactive,1682908000,11
short,1682908000,10
compbio_auto,1682908000,39
superdome,1682908000,12
archiving,1682908000,1
standard,1682908000,4947
priority,1682908000,405
compbio,1682908000,136
large_mem,1682908000,336
gpu,1682908000,209
cryoem,1682908000,208
superdome,1682909000,12
archiving,1682909000,1
cryoem,1682909000,192
interactive,1682909000,7
large_mem,1682909000,360
short,1682909000,10
compbio,1682909000,136
standard,1682909000,5014
compbio_auto,1682909000,39
gpu,1682909000,208
priority,1682909000,507
interactive,1682910000,7
compbio_auto,1682910000,39
cryoem,1682910000,196
short,1682910000,10
standard,1682910000,4862
cab_auto,1682910000,52
superdome,1682910000,12
compbio,1682910000,148
archiving,1682910000,1
priority,1682910000,531
large_mem,1682910000,384
gpu,1682910000,208
gpu,1682911000,208
interactive,1682911000,6
short,1682911000,10
compbio,1682911000,148
cab_auto,1682911000,216
archiving,1682911000,1
superdome,1682911000,12
cryoem,1682911000,204
standard,1682911000,5681
priority,1682911000,678
large_mem,1682911000,288
compbio_auto,1682911000,38
interactive,1682912000,5
compbio_auto,1682912000,38
archiving,1682912000,1
compbio,1682912000,144
priority,1682912000,543
superdome,1682912000,12
cryoem,1682912000,200
large_mem,1682912000,336
short,1682912000,10
gpu,1682912000,208
standard,1682912000,5950
cab_auto,1682912000,152
gpu,1682913000,208
priority,1682913000,527
short,1682913000,10
superdome,1682913000,12
large_mem,1682913000,360
cryoem,1682913000,224
interactive,1682913000,11
archiving,1682913000,1
compbio,1682913000,144
cab_auto,1682913000,32
standard,1682913000,6608
compbio_auto,1682913000,37
cab_auto,1682914000,16
gpu,1682914000,208
priority,1682914000,537
interactive,1682914000,11
standard,1682914000,7061
archiving,1682914000,1
compbio_auto,1682914000,38
large_mem,1682914000,312
compbio,1682914000,134
short,1682914000,10
cryoem,1682914000,224
superdome,1682914000,12
gpu,1682915000,208
compbio,1682915000,132
large_mem,1682915000,384
cryoem,1682915000,228
standard,1682915000,4870
interactive,1682915000,11
priority,1682915000,549
compbio_auto,1682915000,36
short,1682915000,10
archiving,1682915000,1
superdome,1682915000,12
gpu,1682916000,208
superdome,1682916000,12
archiving,1682916000,1
